From	Entry	Entry Name	Gene Names	Organism
TPM1	F5H7S3	F5H7S3_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H0YK48	H0YK48_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H0YKJ4	H0YKJ4_HUMAN	TPM1 hCG_33495	Homo sapiens (Human)
TPM1	H0YKP3	H0YKP3_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H0YKX5	H0YKX5_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H0YL42	H0YL42_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H0YL80	H0YL80_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H0YLS7	H0YLS7_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H0YN06	H0YN06_HUMAN	TPM1	Homo sapiens (Human)
TPM1	H7BYY1	H7BYY1_HUMAN	TPM1 hCG_33495	Homo sapiens (Human)
TPM1	Q6ZN40	Q6ZN40_HUMAN	TPM1 hCG_33495	Homo sapiens (Human)
TPM1	Q8TCG4	Q8TCG4_HUMAN	TPM1	Homo sapiens (Human)
TSTA3	Q13630	FCL_HUMAN	GFUS SDR4E1 TSTA3	Homo sapiens (Human)
C5	P01031	CO5_HUMAN	C5 CPAMD4	Homo sapiens (Human)
C5	A0A8Q3SID6	A0A8Q3SID6_HUMAN	C5	Homo sapiens (Human)
C5	A0A8Q3SIH6	A0A8Q3SIH6_HUMAN	C5	Homo sapiens (Human)
C5	A0A8V8TMU5	A0A8V8TMU5_HUMAN	C5	Homo sapiens (Human)
C5	A0A8V8TN26	A0A8V8TN26_HUMAN	C5	Homo sapiens (Human)
C5	U6BZC6	U6BZC6_HUMAN	C5	Homo sapiens (Human)
TXNRD1	Q16881	TRXR1_HUMAN	TXNRD1 GRIM12 KDRF	Homo sapiens (Human)
TXNRD1	A0A0B4J225	A0A0B4J225_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	A0A182DWI3	A0A182DWI3_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	E9PIR7	E9PIR7_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	E9PIZ5	E9PIZ5_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	E9PKD3	E9PKD3_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	E9PKI4	E9PKI4_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	E9PLT3	E9PLT3_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	E9PQI3	E9PQI3_HUMAN	TXNRD1	Homo sapiens (Human)
TXNRD1	E9PRI8	E9PRI8_HUMAN	TXNRD1	Homo sapiens (Human)
UBE2A	P49459	UBE2A_HUMAN	UBE2A RAD6A	Homo sapiens (Human)
UBE2A	A0A0D9SEZ6	A0A0D9SEZ6_HUMAN	UBE2A	Homo sapiens (Human)
UBE2A	A0A0D9SF75	A0A0D9SF75_HUMAN	UBE2A	Homo sapiens (Human)
UBE2A	A0A0D9SG71	A0A0D9SG71_HUMAN	UBE2A	Homo sapiens (Human)
UBE2A	A0A0R4J2E5	A0A0R4J2E5_HUMAN	UBE2A	Homo sapiens (Human)
UBE2A	A0A8Q3SIL6	A0A8Q3SIL6_HUMAN	UBE2A	Homo sapiens (Human)
UGDH	O60701	UGDH_HUMAN	UGDH	Homo sapiens (Human)
UGDH	D6RHF4	D6RHF4_HUMAN	UGDH	Homo sapiens (Human)
UGDH	E7ER83	E7ER83_HUMAN	UGDH	Homo sapiens (Human)
UGDH	E7ER95	E7ER95_HUMAN	UGDH	Homo sapiens (Human)
UGDH	E7ETF4	E7ETF4_HUMAN	UGDH	Homo sapiens (Human)
UGDH	E7EV97	E7EV97_HUMAN	UGDH	Homo sapiens (Human)
UGDH	E9PBD2	E9PBD2_HUMAN	UGDH	Homo sapiens (Human)
UGDH	L8E902	L8E902_HUMAN	UGDH	Homo sapiens (Human)
NR1H2	P55055	NR1H2_HUMAN	NR1H2 LXRB NER UNR	Homo sapiens (Human)
NR1H2	B6ZGS7	B6ZGS7_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	F1D8P7	F1D8P7_HUMAN	NR1H2 hCG_22944	Homo sapiens (Human)
NR1H2	M0QYE6	M0QYE6_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	M0QZF5	M0QZF5_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	M0R0K3	M0R0K3_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	M0R1V8	M0R1V8_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	M0R229	M0R229_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	M0R2F9	M0R2F9_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	M0R3A7	M0R3A7_HUMAN	NR1H2	Homo sapiens (Human)
NR1H2	Q6IBU6	Q6IBU6_HUMAN	NR1H2	Homo sapiens (Human)
USP1	O94782	UBP1_HUMAN	USP1	Homo sapiens (Human)
USP1	C9JC88	C9JC88_HUMAN	USP1	Homo sapiens (Human)
USP1	C9JWX4	C9JWX4_HUMAN	USP1	Homo sapiens (Human)
VDAC1	P21796	VDAC1_HUMAN	VDAC1 VDAC	Homo sapiens (Human)
VDAC1	C9JI87	C9JI87_HUMAN	VDAC1	Homo sapiens (Human)
VDAC1	L8ECA2	L8ECA2_HUMAN	VDAC1	Homo sapiens (Human)
WFS1	O76024	WFS1_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A0E3H6T4	A0A0E3H6T4_HUMAN	wfs1	Homo sapiens (Human)
WFS1	A0A0S2Z4V4	A0A0S2Z4V4_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A0S2Z4V6	A0A0S2Z4V6_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A669KAX3	A0A669KAX3_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A669KB26	A0A669KB26_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A669KBF0	A0A669KBF0_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A804HIL0	A0A804HIL0_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A804HIL2	A0A804HIL2_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A804HK77	A0A804HK77_HUMAN	WFS1	Homo sapiens (Human)
WFS1	A0A804HKM5	A0A804HKM5_HUMAN	WFS1	Homo sapiens (Human)
WFS1	H0Y9G5	H0Y9G5_HUMAN	WFS1	Homo sapiens (Human)
WFS1	X2CT56	X2CT56_HUMAN	wfs1	Homo sapiens (Human)
WRB	O00258	GET1_HUMAN	GET1 CHD5 WRB	Homo sapiens (Human)
WRB	B4DLW3	B4DLW3_HUMAN	GET1 WRB hCG_401226	Homo sapiens (Human)
WRB	Q0VGA7	Q0VGA7_HUMAN	WRB	Homo sapiens (Human)
XBP1	P17861	XBP1_HUMAN	XBP1 TREB5 XBP2	Homo sapiens (Human)
XBP1	B1AHH1	B1AHH1_HUMAN	XBP1	Homo sapiens (Human)
XBP1	B1AHH2	B1AHH2_HUMAN	XBP1	Homo sapiens (Human)
XPNPEP1	Q9NQW7	XPP1_HUMAN	XPNPEP1 XPNPEPL XPNPEPL1	Homo sapiens (Human)
XPNPEP1	Q5T6H2	Q5T6H2_HUMAN	XPNPEP1	Homo sapiens (Human)
XPNPEP1	Q5T6H3	Q5T6H3_HUMAN	XPNPEP1	Homo sapiens (Human)
XPNPEP1	Q5T6H7	Q5T6H7_HUMAN	XPNPEP1	Homo sapiens (Human)
ZFP36	P16415	ZN823_HUMAN	ZNF823 ZFP36	Homo sapiens (Human)
ZFP36	P26651	TTP_HUMAN	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP	Homo sapiens (Human)
ZFP36	M0R252	M0R252_HUMAN	ZFP36	Homo sapiens (Human)
ZNF131	P52739	ZN131_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6R9I2	D6R9I2_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6RAT8	D6RAT8_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6RBK1	D6RBK1_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6RD61	D6RD61_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6RE06	D6RE06_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6RFI6	D6RFI6_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6RJ09	D6RJ09_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	D6RJH2	D6RJH2_HUMAN	ZNF131	Homo sapiens (Human)
ZNF131	H0Y974	H0Y974_HUMAN	ZNF131	Homo sapiens (Human)
ZMYM2	Q9UBW7	ZMYM2_HUMAN	ZMYM2 FIM RAMP ZNF198	Homo sapiens (Human)
ZMYM2	A0A087X151	A0A087X151_HUMAN	ZMYM2	Homo sapiens (Human)
DDR1	Q08345	DDR1_HUMAN	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE	Homo sapiens (Human)
DDR1	A0A0A0MSX3	A0A0A0MSX3_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A0G2JHK4	A0A0G2JHK4_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A0G2JI85	A0A0G2JI85_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A0G2JIA2	A0A0G2JIA2_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A0G2JIZ7	A0A0G2JIZ7_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A0G2JJA0	A0A0G2JJA0_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A0G2JNZ7	A0A0G2JNZ7_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A140T972	A0A140T972_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A0A140T9T5	A0A140T9T5_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A2ABL0	A2ABL0_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A2ABL2	A2ABL2_HUMAN	DDR1	Homo sapiens (Human)
DDR1	A2ABM8	A2ABM8_HUMAN	DDR1	Homo sapiens (Human)
DDR1	D6R9C4	D6R9C4_HUMAN	DDR1	Homo sapiens (Human)
DDR1	D6RAJ3	D6RAJ3_HUMAN	DDR1	Homo sapiens (Human)
DDR1	D6RB35	D6RB35_HUMAN	DDR1	Homo sapiens (Human)
DDR1	D6RB82	D6RB82_HUMAN	DDR1	Homo sapiens (Human)
DDR1	D6RBU7	D6RBU7_HUMAN	DDR1	Homo sapiens (Human)
DDR1	D6RGW5	D6RGW5_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EN94	E7EN94_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7ENJ2	E7ENJ2_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EPH4	E7EPH4_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EPN2	E7EPN2_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EQ23	E7EQ23_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EQ30	E7EQ30_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7ERI6	E7ERI6_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7ERN0	E7ERN0_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7ES06	E7ES06_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7ESR9	E7ESR9_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7ETI3	E7ETI3_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7ETX3	E7ETX3_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EUD5	E7EUD5_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EUP7	E7EUP7_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EVT1	E7EVT1_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EVW6	E7EVW6_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EX99	E7EX99_HUMAN	DDR1	Homo sapiens (Human)
DDR1	E7EXB0	E7EXB0_HUMAN	DDR1	Homo sapiens (Human)
DDR1	H0Y717	H0Y717_HUMAN	DDR1	Homo sapiens (Human)
DDR1	H0Y9F4	H0Y9F4_HUMAN	DDR1	Homo sapiens (Human)
DDR1	H0YAH6	H0YAH6_HUMAN	DDR1	Homo sapiens (Human)
DDR1	Q96T61	Q96T61_HUMAN	DDR1	Homo sapiens (Human)
DDR1	Q96T62	Q96T62_HUMAN	DDR1	Homo sapiens (Human)
PAX8	Q06710	PAX8_HUMAN	PAX8	Homo sapiens (Human)
PAX8	A0A024R531	A0A024R531_HUMAN	PAX8 hCG_26667	Homo sapiens (Human)
PAX8	A0A0S2Z4P2	A0A0S2Z4P2_HUMAN	PAX8	Homo sapiens (Human)
PAX8	A0A140TA56	A0A140TA56_HUMAN	PAX8	Homo sapiens (Human)
PAX8	A0A7P0T907	A0A7P0T907_HUMAN	PAX8	Homo sapiens (Human)
PAX8	G3V3F3	G3V3F3_HUMAN	PAX8	Homo sapiens (Human)
PAX8	H0YJD1	H0YJD1_HUMAN	PAX8	Homo sapiens (Human)
PAX8	H0YJZ5	H0YJZ5_HUMAN	PAX8	Homo sapiens (Human)
PAX8	R9W7C9	R9W7C9_HUMAN	PAX8	Homo sapiens (Human)
CXCR4	P61073	CXCR4_HUMAN	CXCR4	Homo sapiens (Human)
CXCR4	A0A0U3FJG0	A0A0U3FJG0_HUMAN	CXCR4	Homo sapiens (Human)
CXCR4	A0A0U3GXA9	A0A0U3GXA9_HUMAN	CXCR4	Homo sapiens (Human)
CXCR4	A0A8Q3WL10	A0A8Q3WL10_HUMAN	CXCR4	Homo sapiens (Human)
CXCR4	A0A8Q3WLL1	A0A8Q3WLL1_HUMAN	CXCR4	Homo sapiens (Human)
CXCR4	Q5MIL4	Q5MIL4_HUMAN	CXCR4	Homo sapiens (Human)
IFRD2	Q12894	IFRD2_HUMAN	IFRD2	Homo sapiens (Human)
IFRD2	F8WEI6	F8WEI6_HUMAN	IFRD2	Homo sapiens (Human)
IFRD2	H7C2Z4	H7C2Z4_HUMAN	IFRD2	Homo sapiens (Human)
IFRD2	H7C444	H7C444_HUMAN	IFRD2	Homo sapiens (Human)
MAPKAPK3	Q16644	MAPK3_HUMAN	MAPKAPK3	Homo sapiens (Human)
MAPKAPK3	B5BUJ8	B5BUJ8_HUMAN	MAPKAPK3	Homo sapiens (Human)
MAPKAPK3	C9J8E1	C9J8E1_HUMAN	MAPKAPK3	Homo sapiens (Human)
MAPKAPK3	C9JPW3	C9JPW3_HUMAN	MAPKAPK3	Homo sapiens (Human)
MAPKAPK3	H7C0G6	H7C0G6_HUMAN	MAPKAPK3	Homo sapiens (Human)
USP7	Q93009	UBP7_HUMAN	USP7 HAUSP	Homo sapiens (Human)
USP7	A0A669KBL1	A0A669KBL1_HUMAN	USP7	Homo sapiens (Human)
USP7	F5H2X1	F5H2X1_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BMF6	H3BMF6_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BND8	H3BND8_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BQD1	H3BQD1_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BRA2	H3BRA2_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BRI4	H3BRI4_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BTM1	H3BTM1_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BUV0	H3BUV0_HUMAN	USP7	Homo sapiens (Human)
USP7	H3BVA7	H3BVA7_HUMAN	USP7	Homo sapiens (Human)
USP7	I3L2D8	I3L2D8_HUMAN	USP7	Homo sapiens (Human)
METRN	Q9UJH8	METRN_HUMAN	METRN C16orf23 RJD6	Homo sapiens (Human)
METRN	H3BSC8	H3BSC8_HUMAN	METRN	Homo sapiens (Human)
METRN	H3BUM1	H3BUM1_HUMAN	METRN	Homo sapiens (Human)
METRN	I3L2T3	I3L2T3_HUMAN	METRN	Homo sapiens (Human)
METRN	J3KMW6	J3KMW6_HUMAN	METRN	Homo sapiens (Human)
REEP5	Q00765	REEP5_HUMAN	REEP5 C5orf18 DP1 TB2	Homo sapiens (Human)
REEP5	B7Z332	B7Z332_HUMAN	REEP5	Homo sapiens (Human)
REEP5	B7Z510	B7Z510_HUMAN	REEP5	Homo sapiens (Human)
REEP5	E2QRG8	E2QRG8_HUMAN	REEP5	Homo sapiens (Human)
REEP5	H0Y8J8	H0Y8J8_HUMAN	REEP5	Homo sapiens (Human)
ELOVL6	Q9H5J4	ELOV6_HUMAN	ELOVL6 FACE LCE	Homo sapiens (Human)
ELOVL6	D6RBP4	D6RBP4_HUMAN	ELOVL6	Homo sapiens (Human)
ELOVL6	D6RCU0	D6RCU0_HUMAN	ELOVL6	Homo sapiens (Human)
ELOVL6	D6RHI2	D6RHI2_HUMAN	ELOVL6	Homo sapiens (Human)
TMEM109	Q9BVC6	TM109_HUMAN	TMEM109	Homo sapiens (Human)
CCDC86	Q9H6F5	CCD86_HUMAN	CCDC86 CYCLON	Homo sapiens (Human)
CCDC86	H0YG79	H0YG79_HUMAN	CCDC86	Homo sapiens (Human)
TRAPPC6A	O75865	TPC6A_HUMAN	TRAPPC6A HSPC289	Homo sapiens (Human)
TRAPPC6A	B7TZ90	B7TZ90_HUMAN	TRAPPC6A hCG_22145	Homo sapiens (Human)
CHAC1	Q9BUX1	CHAC1_HUMAN	CHAC1 BOTCH	Homo sapiens (Human)
CHAC1	H0YK90	H0YK90_HUMAN	CHAC1	Homo sapiens (Human)
MBOAT7	Q96N66	MBOA7_HUMAN	MBOAT7 BB1 LENG4 OACT7	Homo sapiens (Human)
MBOAT7	A0A0G2JNX6	A0A0G2JNX6_HUMAN	MBOAT7	Homo sapiens (Human)
MBOAT7	A9C4B8	A9C4B8_HUMAN	MBOAT7	Homo sapiens (Human)
MBOAT7	C9J4E9	C9J4E9_HUMAN	MBOAT7	Homo sapiens (Human)
MBOAT7	F8WD95	F8WD95_HUMAN	MBOAT7	Homo sapiens (Human)
MBOAT7	H7C2M4	H7C2M4_HUMAN	MBOAT7	Homo sapiens (Human)
MBOAT7	M0R1Z5	M0R1Z5_HUMAN	MBOAT7	Homo sapiens (Human)
PRR15L	Q9BU68	PR15L_HUMAN	PRR15L ATAD4	Homo sapiens (Human)
CRELD2	Q6UXH1	CREL2_HUMAN	CRELD2 UNQ185/PRO211	Homo sapiens (Human)
CRELD2	A6PWM2	A6PWM2_HUMAN	CRELD2	Homo sapiens (Human)
FSD1	Q9BTV5	FSD1_HUMAN	FSD1 GLFND MIR1 VLP27	Homo sapiens (Human)
FSD1	M0QY68	M0QY68_HUMAN	FSD1	Homo sapiens (Human)
FSD1	M0R1R0	M0R1R0_HUMAN	FSD1	Homo sapiens (Human)
FSD1	M0R2F6	M0R2F6_HUMAN	FSD1	Homo sapiens (Human)
FSD1	M0R366	M0R366_HUMAN	FSD1	Homo sapiens (Human)
TCTN1	Q2MV58	TECT1_HUMAN	TCTN1 TECT1 UNQ9369/PRO34160	Homo sapiens (Human)
TCTN1	A0A087X1J4	A0A087X1J4_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	A0A0A0MRU7	A0A0A0MRU7_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	A0A7P0T8M6	A0A7P0T8M6_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	A0A7P0T8R0	A0A7P0T8R0_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	A0A7P0T9A6	A0A7P0T9A6_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	A0A7P0TA68	A0A7P0TA68_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	A0A7P0TAW1	A0A7P0TAW1_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	B4DIB9	B4DIB9_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	E9PIB8	E9PIB8_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	E9PNE4	E9PNE4_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	E9PR69	E9PR69_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	F8VQ12	F8VQ12_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	F8VSB8	F8VSB8_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	J3KPW2	J3KPW2_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	Q05BR9	Q05BR9_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	Q8NEI8	Q8NEI8_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	S4R2Y1	S4R2Y1_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	S4R339	S4R339_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	S4R3G2	S4R3G2_HUMAN	TCTN1	Homo sapiens (Human)
TCTN1	S4R3M8	S4R3M8_HUMAN	TCTN1	Homo sapiens (Human)
CHMP6	Q96FZ7	CHMP6_HUMAN	CHMP6 VPS20	Homo sapiens (Human)
CHMP6	I3L3E4	I3L3E4_HUMAN	CHMP6	Homo sapiens (Human)
CHMP6	I3L4A1	I3L4A1_HUMAN	CHMP6	Homo sapiens (Human)
CHMP6	I3L4G8	I3L4G8_HUMAN	CHMP6	Homo sapiens (Human)
NPEPL1	Q8NDH3	PEPL1_HUMAN	NPEPL1 KIAA1974	Homo sapiens (Human)
NPEPL1	H0YEP3	H0YEP3_HUMAN	NPEPL1	Homo sapiens (Human)
ST7	Q9NRC1	ST7_HUMAN	ST7 FAM4A1 HELG RAY1	Homo sapiens (Human)
ST7	Q9Y561	LRP12_HUMAN	LRP12 ST7	Homo sapiens (Human)
ST7	B7Z4L1	B7Z4L1_HUMAN	ST7 hCG_15955	Homo sapiens (Human)
ST7	B7Z4U3	B7Z4U3_HUMAN	ST7	Homo sapiens (Human)
ST7	C9J2Z1	C9J2Z1_HUMAN	ST7	Homo sapiens (Human)
ST7	C9JRQ0	C9JRQ0_HUMAN	ST7	Homo sapiens (Human)
ST7	C9JRW1	C9JRW1_HUMAN	ST7	Homo sapiens (Human)
ST7	C9JU30	C9JU30_HUMAN	ST7	Homo sapiens (Human)
ST7	C9JWK8	C9JWK8_HUMAN	ST7	Homo sapiens (Human)
ST7	C9JX79	C9JX79_HUMAN	ST7	Homo sapiens (Human)
ST7	C9JZV9	C9JZV9_HUMAN	ST7	Homo sapiens (Human)
ST7	E7EMS3	E7EMS3_HUMAN	ST7	Homo sapiens (Human)
ST7	E7ENZ9	E7ENZ9_HUMAN	ST7	Homo sapiens (Human)
ST7	E7EPD9	E7EPD9_HUMAN	ST7	Homo sapiens (Human)
ST7	E7EPW5	E7EPW5_HUMAN	ST7	Homo sapiens (Human)
ST7	E9PCV1	E9PCV1_HUMAN	ST7	Homo sapiens (Human)
ST7	E9PF01	E9PF01_HUMAN	ST7	Homo sapiens (Human)
ST7	G3XAH9	G3XAH9_HUMAN	ST7 hCG_15955	Homo sapiens (Human)
ST7	H7BXS2	H7BXS2_HUMAN	ST7	Homo sapiens (Human)
ST7	Q3YL90	Q3YL90_HUMAN	ST7	Homo sapiens (Human)
ST7	Q6ITW2	Q6ITW2_HUMAN	ST7	Homo sapiens (Human)
ST7	Q75MZ7	Q75MZ7_HUMAN	ST7	Homo sapiens (Human)
ST7	Q9NRC0	Q9NRC0_HUMAN	FAM4A1 ST7	Homo sapiens (Human)
ST7	X5DRA0	X5DRA0_HUMAN	ST7	Homo sapiens (Human)
FAM57A	Q8TBR7	TLC3A_HUMAN	TLCD3A FAM57A	Homo sapiens (Human)
NUP85	Q9BW27	NUP85_HUMAN	NUP85 NUP75 PCNT1	Homo sapiens (Human)
NUP85	F5H0W7	F5H0W7_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3KRC0	J3KRC0_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3KS87	J3KS87_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3KSH3	J3KSH3_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3KT10	J3KT10_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3KTC7	J3KTC7_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QL49	J3QL49_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QL54	J3QL54_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QL91	J3QL91_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QLD4	J3QLD4_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QLH0	J3QLH0_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QLV0	J3QLV0_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QRY3	J3QRY3_HUMAN	NUP85	Homo sapiens (Human)
NUP85	J3QS63	J3QS63_HUMAN	NUP85	Homo sapiens (Human)
TCEAL4	Q96EI5	TCAL4_HUMAN	TCEAL4 NPD017	Homo sapiens (Human)
TCEAL4	A0A384NKK0	A0A384NKK0_HUMAN	TCEAL4 hCG_1657259	Homo sapiens (Human)
TCEAL4	D6RCE9	D6RCE9_HUMAN	TCEAL4	Homo sapiens (Human)
TCEAL4	D6RD44	D6RD44_HUMAN	TCEAL4	Homo sapiens (Human)
TCEAL4	D6RHZ1	D6RHZ1_HUMAN	TCEAL4	Homo sapiens (Human)
TCEAL4	D6RIH3	D6RIH3_HUMAN	TCEAL4	Homo sapiens (Human)
TCEAL4	J3KQY4	J3KQY4_HUMAN	TCEAL4	Homo sapiens (Human)
KAT6A	Q92794	KAT6A_HUMAN	KAT6A MOZ MYST3 RUNXBP2 ZNF220	Homo sapiens (Human)
KAT6A	A0A3B3IS53	A0A3B3IS53_HUMAN	KAT6A	Homo sapiens (Human)
KAT6A	A0A3B3ISU5	A0A3B3ISU5_HUMAN	KAT6A	Homo sapiens (Human)
KAT6A	A0A3B3ISZ3	A0A3B3ISZ3_HUMAN	KAT6A	Homo sapiens (Human)
KAT6A	A0A3B3ITI3	A0A3B3ITI3_HUMAN	KAT6A	Homo sapiens (Human)
KAT6A	A0A3F2YNX6	A0A3F2YNX6_HUMAN	KAT6A	Homo sapiens (Human)
KAT6A	A5PLL3	A5PLL3_HUMAN	KAT6A MYST3	Homo sapiens (Human)
KAT6A	C9JJY6	C9JJY6_HUMAN	KAT6A	Homo sapiens (Human)
DHDDS	Q86SQ9	DHDDS_HUMAN	DHDDS HDS	Homo sapiens (Human)
DHDDS	A0A8V8TQ81	A0A8V8TQ81_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	A0A8V8TQ96	A0A8V8TQ96_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	A0A8V8TQQ9	A0A8V8TQQ9_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	A0A8V8TQS0	A0A8V8TQS0_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	A0A8V8TQU2	A0A8V8TQU2_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	A0A8V8TR89	A0A8V8TR89_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	A0A8V8TRI4	A0A8V8TRI4_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	E9PI09	E9PI09_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	E9PI64	E9PI64_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	E9PKJ5	E9PKJ5_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	E9PL99	E9PL99_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	E9PR24	E9PR24_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	E9PRS7	E9PRS7_HUMAN	DHDDS	Homo sapiens (Human)
DHDDS	E9PSH7	E9PSH7_HUMAN	DHDDS	Homo sapiens (Human)
